title,qid,url
Acoustic resonance,Q2558427,https://en.wikipedia.org/wiki/Acoustic_resonance
"Varna, Bulgaria",Q6506,"https://en.wikipedia.org/wiki/Varna,_Bulgaria"
M1 Abrams,Q173684,https://en.wikipedia.org/wiki/M1_Abrams
Silver carp,Q76115,https://en.wikipedia.org/wiki/Silver_carp
Product rule,Q466720,https://en.wikipedia.org/wiki/Product_rule
Cleavage (embryo),Q376172,https://en.wikipedia.org/wiki/Cleavage_(embryo)
Single bond,Q1059835,https://en.wikipedia.org/wiki/Single_bond
M134 Minigun,Q864060,https://en.wikipedia.org/wiki/M134_Minigun
Alfonso Cuarón,Q28028,https://en.wikipedia.org/wiki/Alfonso_Cuarón
Chattanooga campaign,Q1477050,https://en.wikipedia.org/wiki/Chattanooga_campaign
Lee Chang-ho,Q484704,https://en.wikipedia.org/wiki/Lee_Chang-ho
Amusement arcade,Q260676,https://en.wikipedia.org/wiki/Amusement_arcade
Black mamba,Q188690,https://en.wikipedia.org/wiki/Black_mamba
Pair production,Q115238,https://en.wikipedia.org/wiki/Pair_production
"Hartford, Connecticut",Q33486,"https://en.wikipedia.org/wiki/Hartford,_Connecticut"
Portia (spider),Q135025,https://en.wikipedia.org/wiki/Portia_(spider)
Judicial independence,Q3059233,https://en.wikipedia.org/wiki/Judicial_independence
Extraterrestrial vortex,Q5422262,https://en.wikipedia.org/wiki/Extraterrestrial_vortex
Linckia laevigata,Q882716,https://en.wikipedia.org/wiki/Linckia_laevigata
Sociocultural evolution,Q1050187,https://en.wikipedia.org/wiki/Sociocultural_evolution
Model aircraft,Q60055387,https://en.wikipedia.org/wiki/Model_aircraft
Dim sum,Q339836,https://en.wikipedia.org/wiki/Dim_sum
Electrical reactance,Q193972,https://en.wikipedia.org/wiki/Electrical_reactance
Periodic trends,Q2622089,https://en.wikipedia.org/wiki/Periodic_trends
Sodium cyanide,Q410185,https://en.wikipedia.org/wiki/Sodium_cyanide
Don Juan (poem),Q1245187,https://en.wikipedia.org/wiki/Don_Juan_(poem)
Jin (Chinese state),Q912043,https://en.wikipedia.org/wiki/Jin_(Chinese_state)
Yukon Gold potato,Q3573172,https://en.wikipedia.org/wiki/Yukon_Gold_potato
Ronald Evans (astronaut),Q313543,https://en.wikipedia.org/wiki/Ronald_Evans_(astronaut)
William M. Branham,Q383307,https://en.wikipedia.org/wiki/William_M._Branham
Charles Le Brun,Q271676,https://en.wikipedia.org/wiki/Charles_Le_Brun
Lothar von Trotha,Q65898,https://en.wikipedia.org/wiki/Lothar_von_Trotha
Giovanni Battista Rubini,Q941040,https://en.wikipedia.org/wiki/Giovanni_Battista_Rubini
Glengarry Glen Ross,Q3039787,https://en.wikipedia.org/wiki/Glengarry_Glen_Ross
Squaring the circle,Q193394,https://en.wikipedia.org/wiki/Squaring_the_circle
Herrad of Landsberg,Q257351,https://en.wikipedia.org/wiki/Herrad_of_Landsberg
Arrábida Natural Park,Q3049849,https://en.wikipedia.org/wiki/Arrábida_Natural_Park
Earl Derr Biggers,Q983421,https://en.wikipedia.org/wiki/Earl_Derr_Biggers
Infimum and supremum,Q17502105,https://en.wikipedia.org/wiki/Infimum_and_supremum
Kilometres per hour,Q180154,https://en.wikipedia.org/wiki/Kilometres_per_hour
Ave Maria (Schubert),Q1331995,https://en.wikipedia.org/wiki/Ave_Maria_(Schubert)
Barbara H. Partee,Q450773,https://en.wikipedia.org/wiki/Barbara_H._Partee
E. O. Wilson,Q211029,https://en.wikipedia.org/wiki/E._O._Wilson
Stephanie St. Clair,Q3502231,https://en.wikipedia.org/wiki/Stephanie_St._Clair
Ernst Ludwig Kirchner,Q229272,https://en.wikipedia.org/wiki/Ernst_Ludwig_Kirchner
John Graves Simcoe,Q561352,https://en.wikipedia.org/wiki/John_Graves_Simcoe
Type II Cepheid,Q1393939,https://en.wikipedia.org/wiki/Type_II_Cepheid
Axiom of infinity,Q920450,https://en.wikipedia.org/wiki/Axiom_of_infinity
Thomas Francis Wade,Q453399,https://en.wikipedia.org/wiki/Thomas_Francis_Wade
David Foster Wallace,Q313246,https://en.wikipedia.org/wiki/David_Foster_Wallace
Fox Broadcasting Company,Q166419,https://en.wikipedia.org/wiki/Fox_Broadcasting_Company
Rossa Matilda Richter,Q28456654,https://en.wikipedia.org/wiki/Rossa_Matilda_Richter
Past sea level,Q23582173,https://en.wikipedia.org/wiki/Past_sea_level
Antonello da Messina,Q5594,https://en.wikipedia.org/wiki/Antonello_da_Messina
Abdul Ghaffar Khan,Q312966,https://en.wikipedia.org/wiki/Abdul_Ghaffar_Khan
James M. Cain,Q81071,https://en.wikipedia.org/wiki/James_M._Cain
Jaime Roldós Aguilera,Q709244,https://en.wikipedia.org/wiki/Jaime_Roldós_Aguilera
José Alfredo Jiménez,Q1352007,https://en.wikipedia.org/wiki/José_Alfredo_Jiménez
Kaprosuchus,Q137176,https://en.wikipedia.org/wiki/Kaprosuchus
Femtosecond,Q1777507,https://en.wikipedia.org/wiki/Femtosecond
Olsztyn,Q82765,https://en.wikipedia.org/wiki/Olsztyn
Purebred,Q1320143,https://en.wikipedia.org/wiki/Purebred
Scolopendridae,Q1060764,https://en.wikipedia.org/wiki/Scolopendridae
Gnocchi,Q20063,https://en.wikipedia.org/wiki/Gnocchi
Shinsengumi,Q221031,https://en.wikipedia.org/wiki/Shinsengumi
Carboniferous,Q133738,https://en.wikipedia.org/wiki/Carboniferous
Muzaffarnagar,Q2768828,https://en.wikipedia.org/wiki/Muzaffarnagar
B. K. S. Iyengar,Q557185,https://en.wikipedia.org/wiki/B._K._S._Iyengar
Haplogroup,Q80686,https://en.wikipedia.org/wiki/Haplogroup
Nautilus,Q223939,https://en.wikipedia.org/wiki/Nautilus
James I of Aragon,Q212052,https://en.wikipedia.org/wiki/James_I_of_Aragon
Entscheidungsproblem,Q11030584,https://en.wikipedia.org/wiki/Entscheidungsproblem
Settling,Q923906,https://en.wikipedia.org/wiki/Settling
Amenorrhea,Q334655,https://en.wikipedia.org/wiki/Amenorrhea
Cyclopes,Q128430,https://en.wikipedia.org/wiki/Cyclopes
Thermosphere,Q178043,https://en.wikipedia.org/wiki/Thermosphere
Suffolk,Q23111,https://en.wikipedia.org/wiki/Suffolk
Fluorite,Q102151,https://en.wikipedia.org/wiki/Fluorite
Realgar,Q109746,https://en.wikipedia.org/wiki/Realgar
Statelessness,Q223050,https://en.wikipedia.org/wiki/Statelessness
Freediving,Q392409,https://en.wikipedia.org/wiki/Freediving
Chiaroscuro,Q219540,https://en.wikipedia.org/wiki/Chiaroscuro
Gillnetting,Q123474920,https://en.wikipedia.org/wiki/Gillnetting
Parsifal,Q220340,https://en.wikipedia.org/wiki/Parsifal
Andalusite,Q192637,https://en.wikipedia.org/wiki/Andalusite
Mfecane,Q865081,https://en.wikipedia.org/wiki/Mfecane
Antidepressant,Q76560,https://en.wikipedia.org/wiki/Antidepressant
Al-Zamakhshari,Q482451,https://en.wikipedia.org/wiki/Al-Zamakhshari
Terpenoid,Q426694,https://en.wikipedia.org/wiki/Terpenoid
Dumuzid,Q549619,https://en.wikipedia.org/wiki/Dumuzid
Tudigong,Q2670522,https://en.wikipedia.org/wiki/Tudigong
Diastereomer,Q268477,https://en.wikipedia.org/wiki/Diastereomer
Castorocauda,Q131336,https://en.wikipedia.org/wiki/Castorocauda
Spinosaurus,Q130966,https://en.wikipedia.org/wiki/Spinosaurus
Mononoke,Q11570636,https://en.wikipedia.org/wiki/Mononoke
